What is Overview of Tasks to Set Up Purchasing ?,Describes the tasks to define your company's procurement policies and set up your purchasing processes.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-setup-purchasing
What is Financial Management (contains video) ?,Learn how Business Central supports your needs for financial management, accounting, auditing, and bookkeeping.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance
What is How to Set Up Reports for VAT and Intrastat ?,You can specify which reports to use to create the documents that you must submit to the authorities, such as the VAT statement and the Intrastat form.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/germany/how-to-set-up-reports-for-vat-and-intrastat
What is Financial Reports and Analytics ?,See which financial reports and analytics are available in the standard version of Business Central so you can keep track of your business. Use report 38 for profit/loss (P&L) reporting.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-reports
What is Apply Payments to Unpaid Sales Documents ?,You apply amounts paid by customers to related sales documents and post the payment to update the customer, general ledger, and bank ledger entries.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/receivables-how-reconcile-customer-payments-list-unpaid-sales-documents
What is Set Up Value-Added Tax ?,Make sure that you correctly calculate, post, and report on VAT for sales and purchases. We recommend that you use the assisted setup guide to set up VAT.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-setup-vat
What is Reconcile Bank Accounts ?,Learn how to reconcile transactions in Business Central with transactions in statements from your bank.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/bank-how-reconcile-bank-accounts-separately
What is Setting up Cash Flow Analysis (contains video) ?,Use Accountant Role Center charts to analyze the flow of money in your business, including expenses and income, liquidity, and cash receipts minus cash payments.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-setup-cash-flow-analyses
What is Delivery Date Calculation for Sales ?,The application automatically calculates the date on which you must order an item to have it in inventory on a certain date and available for picking.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-date-calculation-for-sales
What is Create Production BOMs ?,Learn how to create a production bill of material (BOM), new versions of a production BOM, and how to use the quantity calculation formula.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/production-how-to-create-production-boms
What is Customizing Business Central ?,Read about the different ways of customizing Business Central to improve access to functionality and features you need most as suits your daily work.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-customizing-overview
What is Functional consultants learning catalog ?,Find all the available learning for Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/readiness/readiness-learning-functional-consultants
What is Business Central and Microsoft Teams Integration overview ?,Share Business Central records directly in a Teams conversation.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-teams-overview
What is Create Blanket Assembly Orders ?,Create blanket sales orders for customized assembly items before periodically making the actual sales orders according to the blanket order agreement.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/assembly-how-to-create-blanket-assembly-orders
What is The Image Analyzer Extension ?,This extension lets you analyze images of contact persons and items to find attributes, so you can quickly assign them in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-extensions-image-analyzer
What is Create a Purchase Quote to Request an Offer ?,Describes how to create a sales offer or a request for quote (RFQ) document to record your offer to a customer to sell products under certain terms.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-how-request-quotes
What is Ad-hoc data analysis ?,Provides an overview of the features that support ad-hoc data analysis tasks in the Business Central product.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/reports-adhoc-analysis
What is Assemble Items ?,If the Replenishment System field on the item card contains Assembly the default method of supplying the item is to assemble it from defined components.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/assembly-how-to-assemble-items
What is Built-in Analytics ?,Provides a overview of all the features that support analytics tasks in the Business Central product.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/reports-built-in-analytics
What is Add companies to your company hub ?,Learn how to add companies from other Business Central environments to your company hub so you can manage work across environments.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/company-hub-add-company
What is Sell Items Assembled to Order ?,If the item is set up for assemble-to-order, then the item is not expected to be in inventory, and it must be assembled specifically to a sales order.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/assembly-how-to-sell-items-assembled-to-order
What is Sharing Data ?,Learn about the different ways to share business data from Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-share-data-features
What is Export and Print Intrastat Reports (DE) ?,Business Central supports Intrastat reporting according to German requirements. You can meet the requirement to report your trade with other EU countries.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/germany/how-to-export-and-print-intrastat-reports
What is Business Functionality Supported by Business Central ?,Provides a feature overview of all the business functions and departments supported by application areas, such as finance, inventory, and project management.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-business-functionality
What is Close Fiscal Years and Accounting Periods ?,Outlines the tasks to close a fiscal year or an accounting period, such as ensuring documents and journals are posted and verifying bank balances.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/year-close-years-periods
What is Use Reports in Daily Work ?,Provides a overview of all the Business Intelligence and Reporting features that are supported in the Business Central product.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/reports-use-reports
What is Working with Financial Reports in Russia ?,Russian enhancements include additional functionality around financial reports.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/russia/how-to-work-with-account-schedules
What is How to Set Up Intrastat Establishment Numbers [BE] ?,The Intrastat establishment number is a company identification number that is printed on the Intrastat declaration.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/belgium/how-to-set-up-intrastat-establishment-numbers
What is Set Up a Location Card and Define Transfer Routes (contains video) ?,If you buy, store, or sell items in more than one place, you can set up each place as a location.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-setup-locations
What is Frequently Asked Questions about List Views ?,This article answers your FAQ about List Views and offers detailed information about saving and working with filters as List Views.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-views-faq
What is Setting Up User Accounts for Integrating with Microsoft Dataverse ?,Learn how to set up the user accounts that the apps use to exchange data, and that people use to access and synchronize data in the apps.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-setting-up-integration-with-dynamics-sales
What is Finding Pages and Information (contains video) ?,This article describes how to use search to find actions, pages, reports, documentation, and data, and also other apps and consulting services.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-search
What is How to Print Finnish Intrastat Reports ?,The following topic explains how to print Finnish Intrastat Reports to report the movement of goods to the Intrastat authorities.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/finland/how-to-print-finnish-intrastat-reports
What is Defining Financial Report Extensions in Russia ?,Russian enhancements include extending financial report lines.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/russia/how-to-define-an-account-schedule-extension
What is Finance - Czech Local Functionality ?,This section describes Czech local functionality for finance and the features you can use to track and manage your finances.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/czech/finance
What is Resources for Help and Support ?,Find product Help, guidance, troubleshooting tips, and assistance, and learn how to get technical support for Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/product-help-and-support
What is Russia Local Functionality ?,The following topics describe the local functionality in the Russian version of [!INCLUDE[prod_short](../../includes/prod_short.md)].   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/localfunctionality/russia/russia-local-functionality
What is Organize Items in Categories(contains video) ?,To help you search for and find items, you can assign item attributes and organize items in categories.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-categorize-items
What is Basic Reports and Documents Output Quick Start ?,Business Central offers built-in templates for reports and documents, with many customization options to adapt them to your company's needs.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/quick-start-reports-and-documents
What is Approve or Reject Documents in Workflows ?,Request, reject, or delegate an approval of, for example, a purchase or sales document, as part of a workflow.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-use-approval-workflows
What is How to Set Up Workflow Users ?,Before you can create workflows, you must set up the users who take part in them on the Workflow User Group page.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-set-up-workflow-users
What is How to Delete Approval Workflows ?,If you're certain that a workflow is no longer being used, you can delete it. All workflow step instances defined in the workflow must be status **Completed**.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-delete-workflows
What is Use Power Automate Flows in Business Central ?,Set up and use Power Automate flows to create or modify Business Central data.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-use-financials-data-source-flow
What is Financial Information Quick Start ?,Get your company ready for business by setting up the financial information in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/quick-start-financial-information
What is How to View Archived Workflow Step Instances ?,All completed workflow step instances are saved on the Archived Workflow Step Instances page. Each step consists of a workflow event and workflow response.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-view-archived-workflow-step-instances
What is Specify When and How to Receive Workflow Notifications ?,When you set users up in approval workflows, you can specify how and when each approval user receives notifications.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-specify-when-and-how-to-receive-notifications
What is Setting Up and Using a Purchase Approval Workflow ?,This walkthrough takes you through all the stages involved in setting up and using a purchase approval workflow in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/walkthrough-setting-up-and-using-a-purchase-approval-workflow
What is Troubleshoot Your Automated Workflows ?,Learn how to troubleshoot the connection between Business Central and Power Automate when you build an automated workflow.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-flow-troubleshoot
What is How to Create Workflows from Workflow Templates ?,"To save time when creating new approval workflows, you can create non-editable workflows from the workflow templates prefixed with ""MS"".   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-create-workflows-from-workflow-templates"
What is Create Approval Workflows to Connect Tasks ?,You can create workflows that connect business-process tasks performed by different users, and include system tasks, such as automatic posting, as workflow steps.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-create-workflows
What is Workflows in Dynamics 365 Business Central ?,Use built-in workflow capabilities to set up approval workflows to supplement automated workflows based on Power Automate. You can set up steps to assign tasks to different people as part of different business-process tasks.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-workflow
What is Setting Up Printers ?,Learn about setting up printers that you can use for reports and documents and the different print feature available to you in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-specify-printer-selection-reports
What is Business Central Quick Starts ?,Get up and running with Business Central with quick start articles and tips that help you fill in the first critical fields.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/quick-start-business-central
What is How to Restrict and Allow Usage of a Record ?,If you want to restrict a record from being used, you can incorporate two workflow responses in a workflow that controls the usage of the record.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-restrict-and-allow-usage-of-a-record
What is Business Intelligence Quick Start ?,Learn how Business Central helps you transform company data into actionable insights using business intelligence reports and dashboards.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/quick-start-business-intelligence
What is How to Export and Import Approval Workflows ?,To transfer workflows to other Business Central databases, for example to save time when creating new workflows, you can export and import workflows.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-export-and-import-workflows
What is How to Enable Approval Workflows ?,When you've created a workflow and are sure that it's ready to start, you must enable the workflow.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-enable-workflows
What is Set Up Approval Workflows (contains video) ?,Set up workflows, workflow users and approval users to connect business-process system tasks performed by these different users.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-set-up-workflows
What is Set Up Approval Users ?,Before you can create workflows that involve approval steps, you must set up the workflow users involved in the approval processes on the Approval User Setup page.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-set-up-approval-users
What is Manage Customers Using Dynamics 365 Sales(contains video) ?,You can use Dynamics 365 Sales from inside Business Central with seamless integration and synchronization in the lead-to-cash process.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/marketing-integrate-dynamicscrm
What is Using Approval Workflows ?,You can set up and use workflows to connect business-process tasks such as automatic posting or requesting and granting approval for new records.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-use-workflows
What is Setting up Approval Workflow Notifications ?,"This article tells you how to set up workflow notifications to alert a user that an event has occurred that they must react to, a workflow response is required.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-setting-up-workflow-notifications"
What is Receive Items ?,This article is an overview of the different ways to receive items at a warehouse, for example items with a purchase order or items with a warehouse receipt.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/warehouse-how-receive-items
What is Create Item Cards for Goods or Services (contains video) ?,You create item cards for services that you sell as hours and for physical products, such as assembly items, finished goods, that you sell from your inventory.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-register-new-items
What is Set up email in Business Central (contains video) ?,Describes how to connect email accounts to Business Central so that you can send outbound messages without having to open another app.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-how-setup-email
What is Work with Bills of Material to Manage Components ?,You create an assembly BOM or production BOM to specify the components or resources required to put together the item that the BOM represents.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-work-boms
What is Manage Warehouse Activities ?,After goods are received and before goods are shipped, a series of internal warehouse activities take place to ensure an effective flow through the warehouse.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/warehouse-manage-warehouse
What is Reconcile Bank Accounts ?,This topic describes how to reconcile the transactions in your internal bank accounts with the transactions in statements from your bank.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/bank-how-reconcile-bank-accounts-separately
What is Enabling Power BI Integration With Business Central ?,Learn how to set up the connection to Power BI. With Power BI reports, you can get insights, business intelligence, and KPIs from your Business Central data.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-powerbi-setup
What is Managing Report and Document Layouts ?,Use report layouts to customize documents, for example, to personalize the font, logo, or page settings of PDF files you send to customers.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-manage-report-layouts
What is Correct or Cancel a Posted Sales Invoice ?,This topic describes how to correct, undo, or cancel a posted sales invoice and apply a sales credit memo.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-how-correct-cancel-sales-invoice
What is Sorting, Searching, and Filtering Lists ?,Work efficiently in lists by searching across your data, sorting columns, and refining results using filter symbols and keyboard shortcuts.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-enter-criteria-filters
What is Using Microsoft Dataverse ?,Introduction to how to integrate and use Microsoft Dataverse and its components to connect to other Dynamics 365 applications.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-common-data-service
What is Overview of Tasks to Manage Purchasing ?,Outlines tasks to manage your purchasing or procurement processes, including how purchase invoices and purchase orders work.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-manage-purchasing
What is Approve or Reject Documents in Workflows ?,Request, reject, or delegate an approval of, for example, a purchase or sales document, as part of a workflow.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-use-approval-workflows
What is Send Documents and Emails ?,You can define content to insert into the body of an email message, for example, a PayPal link. You can also attach documents to email messages.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-how-send-documents-email
What is Create and Modify Custom Layouts for Reports and Documents ?,Learn how to create customized layouts to personalize the appearance of a report when viewed, printed, or saved.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-how-create-custom-report-layout
What is Record Special Sales Prices and Discounts ?,Describes how to define pricing and discount agreements for sales documents.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-how-record-sales-price-discount-payment-agreements
What is Transfer Items Between Warehouse Locations ?,Describes how to move inventory from one place or warehouse to another, either with the reclassification journal or with transfer orders.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-transfer-between-locations
What is Invoice Sales ?,Describes how to create a bill of sale, or a sales invoice or sales order, to record your agreement with a customer to sell products under specific terms.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-how-invoice-sales
What is How to Create Workflows from Workflow Templates ?,"To save time when creating new workflows, you can create non-editable workflows from workflow templates prefixed with ""MS"".   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-create-workflows-from-workflow-templates"
What is Create a Job Card for a Job and Specify Tasks ?,For a new project, you create a job card that contains job tasks and planning lines, to help you manage progress and budgets.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/projects-how-create-jobs
What is Troubleshooting and Correcting Dimensions ?,Learn how to troubleshoot typical dimension errors, and how to correct dimensions after they are used on posted transactions.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-troubleshooting-correcting-dimensions
What is Working with General Journals to Post Directly to G/L ?,Learn about using journals to post financial transactions to general ledger accounts and other accounts, such as bank and vendor accounts. Use recurring journals to post accruals and allocate balances by dimension values.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-work-general-journals
What is Building Reports in Power BI Desktop to Display Business Central Data ?,Make your data available as a data source in Power BI and build powerful reports of the state of your business.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-use-financials-data-source-powerbi
What is Viewing and Editing in Excel From Business Central (contains video) ?,Learn about how you can open the pages in Microsoft Excel from Business Central for better data analysis.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-work-with-excel
What is Personalizing Pages (contains video) ?,Learn how to customize the user interface and personalize your workspace to suit your way of working and personal preferences in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-personalization-user
What is Set Up Bank Accounts (contains video) ?,Learn how bank accounts are used in Business Central, and how you can reconcile amounts with your bank.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/bank-how-setup-bank-accounts
What is Track Items with Serial, Lot, and Package Numbers ?,You can add serial numbers, lot numbers, and package numbers to any outbound or inbound document, and its posted item tracking entries are displayed in the related item ledger entries.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-work-item-tracking
What is Introduction to Business Central and Power BI ?,Get an overview of using Power BI to get insight, business intelligence, and KPIs from your Business Central data.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-powerbi
What is Getting the Business Central Add-in for Excel ?,Learn about how to get users the Business Central add-in for Excel.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-deploy-excel-addin
What is Count, Adjust, and Reclassify Inventory ?,Perform physical counting, make negative or positive adjustments, and change information, such as location or lot number, on item ledger or warehouse entries.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-count-adjust-reclassify
What is Managing Inventory ?,This article describes how to manage the physical products you trade in by creating an inventory item card.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-manage-inventory
What is Setting Up Printers ?,Learn about setting up printers that you can use for reports and documents and the different print feature available to you in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-specify-printer-selection-reports
What is Posting Group Setup ?,Overview of the posting groups you can use to save time and avoid mistakes when you post transactions.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-posting-groups
What is Manage users and roles ?,Learn how to manage user profiles and Role Centers in Business Central. Profiles allow administrators to centrally define and manage what users can see and do.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-users-profiles-roles
What is Create Number Series ?,Learn how to set up number series that assign unique ID codes to accounts and documents in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-create-number-series
What is Working with Dimensions to Track and Analyze Data Easily ?,You use dimensions to categorize entries, for example by department or project, so you can easily track and analyze data to help you make good business decisions.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-dimensions
What is Setting Up and Using a Purchase Approval Workflow ?,This walkthrough takes you through all the stages involved in setting up and using a purchase approval workflow in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/walkthrough-setting-up-and-using-a-purchase-approval-workflow
What is Keyboard Shortcuts ?,The complete list of keyboard shortcut combinations to work efficiently with your data.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/keyboard-shortcuts
What is Entering dates and times in Business Central ?,Learn how to enter dates and times including various productivity tips such as shorthand, expressions and ranges.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-enter-date-ranges
What is Record Purchases with Purchase Invoices  (contains video) ?,Describes how to purchase inventory, non-inventory items, or resources by creating and posting purchase invoices or orders.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-how-record-purchases
What is Overview of Tasks to Manage Sales ?,Read all about how to use Business Central's services to manage your customers' sales activities with sales invoices, orders, quotes, and more.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-manage-sales
What is Issue, Print, Cancel, and Void Checks ?,Describes how to issue checks using the payment journal, print checks, and void or view check ledger entries in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/payables-how-work-checks
What is Sandbox environments ?,Learn about how a dedicated environment can help you safely explore, learn, demo, develop, troubleshoot, and test Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-sandbox-environments
What is Understanding the General Ledger and COA ?,Describes general ledger, chart of accounts, and account categories. Use the General Ledger Setup page to specify handling accounting issues in your company.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-general-ledger
What is Set Up Financial Processes ?,Learn about the tasks required to set up finance in your business to suit all your accounting, auditing, or bookkeeping needs.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-setup-finance
What is Create workflows to connect tasks ?,You can create workflows that connect business-process tasks performed by different users, and include System tasks, like automatic posting, as workflow steps.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-create-workflows
What is Financial Reports and Analytics ?,See which financial reports and analytics are available in the standard version of Business Central so that you can keep track of your business. Use report 38 for profit/loss (P&L) reporting.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-reports
What is Set Up Value-Added Tax ?,Make sure that you correctly calculate, post, and report on VAT for sales and purchases. We recommend that you use the assisted setup guide to set up VAT.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-setup-vat
What is Customizing Pages for Roles ?,Learn how to customize the user interface for a profile (role) so that all users assigned that role see a customized workspace.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-personalization-manage
What is Set Up Approval Users ?,Before you can create workflows that involve approval steps, you must set up the workflow users involved in the approval processes on the Approval User Setup page.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-set-up-approval-users
What is Setting up Workflow Notifications ?,"This article tells you how to set up workflow notifications to alert a user that an event has occurred that they must react to, a workflow response is required.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-setting-up-workflow-notifications"
What is Run and Print Reports ?,Learn about entering a report into a job queue and scheduling it to be processed at a specific date and time.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-work-report
What is Work with Blanket Sales Orders or Purchase Orders ?,Use blanket orders when a customer has agreed to buy large quantities that are to be delivered in several smaller shipments over a certain period of time. The same applies to purchasing.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-how-to-create-blanket-sales-orders
What is Register New Customers by Creating a Customer Card (contains video) ?,Describes how to create a customer card to register information about each new customer or client you sell to.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/sales-how-register-new-customers
What is Acquire Fixed Assets ?,You can set up a fixed asset, assign a depreciation book, and record the fixed asset’s acquisition cost.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/fa-how-acquire
What is Walkthrough - Managing Projects with Jobs ?,This walkthrough introduces you to the project management features in jobs which allow you to schedule the usage of your company's resources and more.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/walkthrough-managing-projects-with-jobs
What is Create new companies using an assisted setup guide ?,It's easy to create a new, blank company in Business Central. An assisted setup guide helps you through the steps, and you can import your existing business data.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/about-new-company
What is Workflows in Dynamic 365 Business Central ?,Use the built-in workflow capabilities to set up approval workflows to supplement automated workflows based on Power Automate. You can set up steps to assign tasks to different people as part of the different business-process tasks.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-workflow
What is Process Returns or Cancellations ?,Explains how to create and post a purchase credit memo when you want to return items to a vendor or cancel purchased services.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-how-process-purchase-returns-cancellations
What is How to Set Up Item Units of Measure ?,You can set up multiple units of measure for an item so that you can assign units of measure to the item.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/inventory-how-setup-units-of-measure
What is About Planning Functionality ?,The planning system in Dynamics 365 Business Central takes all demand and supply data into account, nets the results, and creates suggestions for balancing the supply to meet the demand.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/production-about-planning-functionality
What is Create a Vendor Card to Register a New Vendor (contains video) ?,Learn how to create a vendor card to register a new vendor or supplier and save vendor cards as a template.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/purchasing-how-register-new-vendors
What is Set Up the Chart of Accounts (contains video) ?,The chart of accounts shows the ledger accounts that store your financial data. You can change the default accounts in the COA, and you can add new accounts.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-setup-chart-accounts
What is Export Your Business Central Data to Excel ?,You can export your financial reports and business intelligence data from Business Central to Excel, or open your data in Excel.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/about-export-data
What is Set Up Prepayments ?,Learn how to configure Business Central so that you can use prepayments to invoice and collect deposits from customers and remit deposits to vendors.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/finance-set-up-prepayments
What is WIP Methods for Calculating and Recording Job Progress ?,Describes the different work in process (WIP) methods you can use to post, monitor, and calculate financial information for ongoing jobs that are in progress.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/projects-understanding-wip
What is Depreciation Methods for Fixed Assets ?,Learn about the different built-in methods to depreciate or write-down fixed assets in the default version of Business Central which includes eight methods.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/fa-depreciation-methods
What is Get the Business Central Add-in for Outlook ?,Learn how to install the Business Central add-in for Outlook for your organization or for your own use.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/admin-outlook
What is Manage Fixed Assets (contains video) ?,Learn about the fixed assets functionality and get an overview of how to work with and manage your fixed assets.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/fa-manage
What is Working with Business Central  (contains video) ?,Describes the general functionality you use to interact with data in Business Central, such as entering values, sorting data, and changing views.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-work-product
What is How to Set Up Workflow Users ?,Before you can create workflows, you must set up the users who take part in them on the Workflow User Group page.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/across-how-to-set-up-workflow-users
What is Assign Item Charges to Sales and Purchases (contains video) ?,Assign item charges when you need inventory items to carry added costs, such as freight and physical handling that you incur when purchasing or selling items.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/payables-how-assign-item-charges
What is Get Ready for Doing Business ?,Outlines the assisted setup guides, videos, help topics, and pages and pages to use to get ready for doing business in Business Central.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-get-ready-business
What is Overview of Tasks to Manage Payments to Vendors ?,Outlines tasks to manage payments to vendors or creditors, including posting payment lines and getting an overview of the balance due.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/payables-make-payments
What is Business Central Learning Catalog ?,Business Central Learning Catalog   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/readiness/readiness-learning-catalog
What is Get Business Central on Your Desktop ?,This article describes how to get the Business Central app on a Windows or MACiOS desktop.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/install-desktop-app
What is Overview of Tasks to Manage Receivables ?,This topic outlines tasks to manage receivables and apply payments to customer or vendor ledger entries.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/receivables-manage-receivables
What is Customizing Business Central Online Using Extensions ?,Learn all about adding functionality and customizing Business Central by installing extensions here.   URL: https://learn.microsoft.com/en-us/dynamics365/business-central/ui-extensions
